[XSECTIONS]
;;Link           Shape        Geom1            Geom2      Geom3      Geom4      Barrels    Culvert   
;;-------------- ------------ ---------------- ---------- ---------- ---------- ---------- ----------
2712             CIRCULAR     16.25            0          0          0          1          0         
2715             CIRCULAR     11               0          0          0          1          0         
2716             CIRCULAR     11               0          0          0          1          0         
2717             CIRCULAR     7                0          0          0          1          0         
2718             CIRCULAR     7                0          0          0          1          0         
2719             CIRCULAR     7                0          0          0          1          0         
2720             CIRCULAR     16.25            0          0          0          1          0         
2721             CIRCULAR     16.25            0          0          0          1          0         
2724             CIRCULAR     7                0          0          0          1          0         
2725             CIRCULAR     16.25            0          0          0          1          0         
2727             RECT_CLOSED  23               21.3       0          0          1          0         
2728             CIRCULAR     6                0          0          0          1          0         
2729             CIRCULAR     16.25            0          0          0          1          0         
2730             CIRCULAR     16.25            0          0          0          1          0         
2731             CIRCULAR     16.25            0          0          0          1          0         
2732             CIRCULAR     16.25            0          0          0          1          0         
2735             CIRCULAR     16.25            0          0          0          1          0         
2737             CIRCULAR     15.5             0          0          0          1          0         
2740             CIRCULAR     15.5             0          0          0          1          0         
27450            CIRCULAR     15.5             0          0          0          1          0         
27451            RECT_CLOSED  5.5              80         0          0          1          0         
2750             CIRCULAR     15.5             0          0          0          1          0         
2755             CIRCULAR     15.5             0          0          0          1          0         
2760             CIRCULAR     15.5             0          0          0          1          0         
2763             CIRCULAR     9                0          0          0          1          0         
2764             CIRCULAR     7                0          0          0          1          0         
2765             CIRCULAR     15.5             0          0          0          1          0         
2766             RECT_CLOSED  4.5              14.14      0          0          1          0         
2770             CIRCULAR     15.5             0          0          0          1          0         
2775             CIRCULAR     15.5             0          0          0          1          0         
2780             CIRCULAR     13.75            0          0          0          1          0         
2805             CIRCULAR     9                0          0          0          1          0         
2810             CIRCULAR     9                0          0          0          1          0         
2812             CIRCULAR     9                0          0          0          1          0         
2815             CIRCULAR     9                0          0          0          1          0         
2816             RECT_CLOSED  20.75            12.67      0          0          1          0         
28161            CIRCULAR     9                12.67      0          0          1          0         
2817             CIRCULAR     9                0          0          0          1          0         
2819             CIRCULAR     9                0          0          0          1          0         
28191            CIRCULAR     6                0          0          0          1          0         
2821             CIRCULAR     9                0          0          0          1          0         
2823             CIRCULAR     9                0          0          0          1          0         
2824             CIRCULAR     9                0          0          0          1          0         
28241            RECT_CLOSED  3                25.9       0          0          1          0         
2825             CIRCULAR     13.5             0          0          0          1          0         
2827             CIRCULAR     9                0          0          0          1          0         
2828             RECT_CLOSED  1.7              294        0          0          1          0         
2829             CIRCULAR     9                0          0          0          1          0         
28291            CIRCULAR     12.25            0          0          0          1          0         
2830             CIRCULAR     5                0          0          0          1          0         
2831             CIRCULAR     9                0          0          0          1          0         
2833             CIRCULAR     8.25             0          0          0          1          0         
2835             CIRCULAR     5                0          0          0          1          0         
2836             CIRCULAR     7                0          0          0          1          0         
28361            RECT_CLOSED  3                14.1       0          0          1          0         
2840             CIRCULAR     5                0          0          0          1          0         
2845             CIRCULAR     5                0          0          0          1          0         
2850             RECT_CLOSED  7.2              10.6       0          0          1          0         
2855             CIRCULAR     13.5             0          0          0          1          0         
2861             CIRCULAR     5                0          0          0          4          0         
2865             RECT_CLOSED  2                30         0          0          1          0         
2909             RECT_CLOSED  5                300        0          0          1          0         
29104            RECT_CLOSED  22               18.5       0          0          3          0         
2912             RECT_CLOSED  17.5             21.7       0          0          2          0         
2915             RECT_CLOSED  17.5             15.1       0          0          3          0         
2920             RECT_CLOSED  17.5             15.1       0          0          3          0         
2925             RECT_CLOSED  17.5             11.6       0          0          2          0         
29301            RECT_CLOSED  17.5             11.6       0          0          2          0         
29314            RECT_CLOSED  17.5             11.6       0          0          2          0         
29350            RECT_CLOSED  17.5             11.6       0          0          2          0         
2940             RECT_CLOSED  17.5             11.6       0          0          2          0         
2945             RECT_CLOSED  17.5             11.6       0          0          2          0         
2950             RECT_CLOSED  17.67            19.21      0          0          1          0         
2955             RECT_CLOSED  17.67            19.21      0          0          1          0         
2960             RECT_CLOSED  17.67            19.21      0          0          1          0         
2965             RECT_CLOSED  17.67            19.21      0          0          1          0         
2970             RECT_CLOSED  17.67            19.21      0          0          1          0         
29750            RECT_CLOSED  17.67            19.21      0          0          1          0         
2980             RECT_CLOSED  14.05            15.01      0          0          1          0         
2985             RECT_CLOSED  14.05            15.01      0          0          1          0         
29910            CIRCULAR     2.5              0          0          0          1          0         
29911            CIRCULAR     2.5              0          0          0          1          0         
29912            CIRCULAR     2.5              0          0          0          1          0         
29920            CIRCULAR     2.5              0          0          0          1          0         
29931            RECT_CLOSED  4                5          0          0          1          0         
29932            CIRCULAR     3                0          0          0          1          0         
29934            CIRCULAR     3                0          0          0          1          0         
29942            CIRCULAR     2                0          0          0          1          0         
29944            CIRCULAR     2                0          0          0          1          0         
29946            CIRCULAR     2                0          0          0          1          0         
29948            CIRCULAR     2                0          0          0          1          0         
29950            CIRCULAR     2                0          0          0          1          0         
29952            CIRCULAR     2                0          0          0          1          0         
29954            CIRCULAR     2                0          0          0          1          0         
29958            CIRCULAR     2                0          0          0          1          0         
29960            CIRCULAR     2                0          0          0          1          0         
29962            CIRCULAR     2                0          0          0          1          0         
29966            CIRCULAR     4                0          0          0          1          0         
29968            CIRCULAR     4                0          0          0          1          0         
29970            CIRCULAR     8.5              0          0          0          1          0         
29972            CIRCULAR     8.5              0          0          0          1          0         
34051            RECT_CLOSED  10.5             8.5        0          0          1          0         
34053            CIRCULAR     10               0          0          0          1          0         
5005             RECT_CLOSED  20               8          0          0          1          0         
5006             CIRCULAR     1.8              0          0          0          4          0         
5007             CIRCULAR     4                0          0          0          1          0         
50091            RECT_CLOSED  17.5             22         0          0          1          0         
50092            RECT_CLOSED  3.5              60         0          0          1          0         
50093            RECT_CLOSED  2.5              100        0          0          1          0         
5030             CIRCULAR     14               0          0          0          1          0         
5040             CIRCULAR     13.5             0          0          0          1          0         
5050             CIRCULAR     12               0          0          0          1          0         
5060             CIRCULAR     10               0          0          0          1          0         
5105             CIRCULAR     14               0          0          0          1          0         
5106             CIRCULAR     2.5              0          0          0          1          0         
51081            RECT_CLOSED  4.5              30.3       0          0          1          0         
51082            CIRCULAR     14               0          0          0          1          0         
5110             CIRCULAR     14               0          0          0          1          0         
5115             CIRCULAR     14               0          0          0          1          0         
5120             CIRCULAR     14               0          0          0          1          0         
5213             RECT_CLOSED  13.1             60         0          0          1          0         
52141            RECT_CLOSED  21               14         0          0          3          0         
5216             RECT_CLOSED  8                37.4       0          0          1          0         
5217             RECT_CLOSED  8                37.4       0          0          1          0         
5218             RECT_CLOSED  8                37.4       0          0          1          0         
5219             RECT_CLOSED  8                18.7       0          0          1          0         
5235             CIRCULAR     16               0          0          0          1          0         
5240             CIRCULAR     16               0          0          0          1          0         
52421            CIRCULAR     12.5             0          0          0          1          0         
52422            CIRCULAR     12.5             0          0          0          1          0         
5245             CIRCULAR     15.25            0          0          0          1          0         
52450            CIRCULAR     15.5             0          0          0          1          0         
5250             CIRCULAR     13               0          0          0          1          0         
52501            CIRCULAR     15.25            0          0          0          1          0         
5255             CIRCULAR     12.75            0          0          0          1          0         
52553            CIRCULAR     13               0          0          0          1          0         
5260             CIRCULAR     12.75            0          0          0          1          0         
52601            CIRCULAR     12.75            0          0          0          1          0         
52602            CIRCULAR     11.5             0          0          0          1          0         
5325             CIRCULAR     16               0          0          0          1          0         
5335             CIRCULAR     16               0          0          0          1          0         
5405             CIRCULAR     14               0          0          0          1          0         
5410             CIRCULAR     14               0          0          0          1          0         
5420             CIRCULAR     9.25             0          0          0          1          0         
5425             CIRCULAR     9.25             0          0          0          1          0         
5430             CIRCULAR     9.25             0          0          0          1          0         
5507             CIRCULAR     13.5             0          0          0          1          0         
5510             CIRCULAR     13.5             0          0          0          1          0         
5530             CIRCULAR     13.25            0          0          0          1          0         
5531             CIRCULAR     12.25            0          0          0          1          0         
5535             CIRCULAR     12.25            0          0          0          1          0         
5540             CIRCULAR     12               0          0          0          1          0         
5545             CIRCULAR     11.75            0          0          0          1          0         
5550             CIRCULAR     11.75            0          0          0          1          0         
5555             CIRCULAR     10.5             0          0          0          1          0         
5560             CIRCULAR     10               0          0          0          1          0         
5565             CIRCULAR     10               0          0          0          1          0         
5570             CIRCULAR     10               0          0          0          1          0         
5605             CIRCULAR     11               0          0          0          1          0         
5610             CIRCULAR     11               0          0          0          1          0         
5615             CIRCULAR     11               0          0          0          1          0         
5620             CIRCULAR     11               0          0          0          1          0         
5625             CIRCULAR     11               0          0          0          1          0         
5630             CIRCULAR     11               0          0          0          1          0         
5635             CIRCULAR     9                0          0          0          1          0         
5640             CIRCULAR     9                0          0          0          1          0         
5645             CIRCULAR     7.75             0          0          0          1          0         
5650             CIRCULAR     8                0          0          0          1          0         
5655             CIRCULAR     8                0          0          0          1          0         
5660             CIRCULAR     8                0          0          0          1          0         
57001            CIRCULAR     14               0          0          0          1          0         
57002            RECT_CLOSED  9.1              27.5       0          0          1          0         
5705             CIRCULAR     16               0          0          0          1          0         
5710             CIRCULAR     14.5             0          0          0          1          0         
5715             CIRCULAR     13.5             0          0          0          1          0         
5720             CIRCULAR     13.5             0          0          0          1          0         
57251            CIRCULAR     9.25             0          0          0          1          0         
57252            CIRCULAR     10.5             0          0          0          1          0         
57301            CIRCULAR     10.5             0          0          0          1          0         
57302            RECT_CLOSED  9.3              9.3        0          0          1          0         
58000            RECT_CLOSED  15.75            13.5       0          0          1          0         
58001            RECT_CLOSED  15.75            13.5       0          0          1          0         
58011            RECT_CLOSED  10               20         0          0          1          0         
58012            RECT_CLOSED  4.3              33         0          0          1          0         
58013            RECT_CLOSED  12.75            13.5       0          0          1          0         
58014            RECT_CLOSED  12.75            13.5       0          0          1          0         
5802             CIRCULAR     14               0          0          0          1          0         
5805             RECT_CLOSED  19               14.5       0          0          1          0         
5855             CIRCULAR     15               0          0          0          1          0         
5875             CIRCULAR     14               0          0          0          1          0         
5878             CIRCULAR     13.5             0          0          0          1          0         
5880             CIRCULAR     13.5             0          0          0          1          0         
600              CIRCULAR     13.5             0          0          0          1          0         
605              CIRCULAR     11.5             0          0          0          1          0         
620              CIRCULAR     13.5             0          0          0          1          0         
621              CIRCULAR     11.5             0          0          0          1          0         
622              CIRCULAR     11.5             0          0          0          1          0         
623              CIRCULAR     8.5              0          0          0          1          0         
624              CIRCULAR     8.5              0          0          0          1          0         
625              CIRCULAR     6                0          0          0          1          0         
630              CIRCULAR     13.5             0          0          0          1          0         
640              CIRCULAR     12               0          0          0          1          0         
650              CIRCULAR     10               0          0          0          1          0         
6501             CIRCULAR     6.5              0          0          0          1          0         
660              CIRCULAR     9.25             0          0          0          1          0         
6601             CIRCULAR     6                0          0          0          1          0         
670              CIRCULAR     9                0          0          0          1          0         
6701             CIRCULAR     5.75             0          0          0          1          0         
680              CIRCULAR     8.5              0          0          0          1          0         
690              CIRCULAR     8                0          0          0          1          0         
6901             CIRCULAR     6                0          0          0          1          0         
700              CIRCULAR     5.5              0          0          0          1          0         
7000             CIRCULAR     13.9             0          0          0          1          0         
70031            EGG          5                0          0          0          1          0         
70032            RECT_CLOSED  4                500        0          0          1          0         
7010             CIRCULAR     6                0          0          0          1          0         
7011             RECT_CLOSED  4                500        0          0          1          0         
7015             CIRCULAR     6                0          0          0          1          0         
7020             CIRCULAR     6                0          0          0          1          0         
7025             CIRCULAR     6                0          0          0          1          0         
7030             CIRCULAR     6                0          0          0          1          0         
70311            RECT_CLOSED  2                20         0          14.7       1          0         
7032             RECT_CLOSED  4                500        0          0          1          0         
7035             CIRCULAR     6                0          0          0          1          0         
7040             CIRCULAR     6                0          0          0          1          0         
70411            RECT_CLOSED  6                50         0          0          1          0         
70412            RECT_CLOSED  2.25             4          0          0          1          0         
7043             CIRCULAR     5                0          0          0          1          0         
7045             CIRCULAR     5                0          0          0          1          0         
70462            RECT_CLOSED  2                5          0          0          1          0         
70463            RECT_CLOSED  4                200        0          0          1          0         
705              CIRCULAR     5.5              0          0          0          1          0         
7050             CIRCULAR     4                0          0          0          1          0         
7055             CIRCULAR     3.5              0          0          0          1          0         
7060             CIRCULAR     2.75             0          0          0          1          0         
710              CIRCULAR     6                0          0          0          1          0         
715              CIRCULAR     6                0          0          0          1          0         
720              CIRCULAR     6                0          0          0          1          0         
725              CIRCULAR     6                0          0          0          1          0         
730              CIRCULAR     8.5              0          0          0          1          0         
740              CIRCULAR     9                0          0          0          1          0         
745              CIRCULAR     9                0          0          0          1          0         
750              CIRCULAR     9                0          0          0          1          0         
760              CIRCULAR     9                0          0          0          1          0         
765              CIRCULAR     9                0          0          0          1          0         
770              CIRCULAR     9                0          0          0          1          0         
785              CIRCULAR     9                0          0          0          1          0         
795              RECT_CLOSED  7.24             9.5        0          0          1          0         
800              CIRCULAR     9                0          0          0          1          0         
8005             CIRCULAR     9                0          0          0          1          0         
805              CIRCULAR     9                0          0          0          1          0         
DC7011A          DUMMY        0                0          0          0          1          0         
ISD001_damDOWN   CIRCULAR     15               0          0          0          1                    
ISD001_damUP     CIRCULAR     15               0          0          0          1                    
ISD001_underflow RECT_CLOSED  1                15         0          0          1                    
ISD002_damDOWN   CIRCULAR     14.7             0          0          0          1                    
ISD002_damUP     FILLED_CIRCULAR 14.7             11.75      0          0          1                    
ISD002_underflow RECT_CLOSED  1                13.45      0          0          1                    
ISD003_damDOWN   CIRCULAR     9                0          0          0          1          0         
ISD003_damUP     FILLED_CIRCULAR 9                7.2        0          0          1                    
ISD003_underflow CIRCULAR     10.5             0          0          0          1          0         
ISD004_damDOWN   CIRCULAR     14               0          0          0          1                    
ISD004_damUP     FILLED_CIRCULAR 14               11.2       0          0          1          0         
ISD005_damDOWN   CIRCULAR     13.25            0          0          0          1          0         
ISD005_damUP     FILLED_CIRCULAR 13.25            11.2       0          0          1                    
ISD005_underflow RECT_CLOSED  1                13.25      0          0          1                    
ISD006_damDOWN   CIRCULAR     15.5             0          0          0          1                    
ISD006_damUP     FILLED_CIRCULAR 15.5             12.4       0          0          1          0         
ISD007_damDOWN   CIRCULAR     15.5             0          0          0          1          0         
ISD007_damUP     FILLED_CIRCULAR 15.5             12.4       0          0          1                    
ISD007_underflow CIRCULAR     15.5             0          0          0          1          0         
ISD008_damDOWN   CIRCULAR     15.5             0          0          0          1          0         
ISD008_damUP     FILLED_CIRCULAR 15.5             12.4       0          0          1                    
ISD008_underflow CIRCULAR     15.5             0          0          0          1          0         
ISD009_damDOWN   CIRCULAR     15.5             0          0          0          1                    
ISD009_damUP     FILLED_CIRCULAR 15.5             12.4       0          0          1          0         
ISD009_underflow CIRCULAR     15.5             0          0          0          1          0         
ISD010_damDOWN   CIRCULAR     12.25            0          0          0          1                    
ISD010_damUP     FILLED_CIRCULAR 12.25            9.8        0          0          1          0         
ISD010_underflow CIRCULAR     12.25            0          0          0          1          0         
ISD011_damDOWN   CIRCULAR     15.5             0          0          0          1          0         
ISD011_damUP     FILLED_CIRCULAR 15.5             12.4       0          0          1                    
ISD011_underflow RECT_CLOSED  15.5             10         0          150        1          0         
ISD012_damDOWN   CIRCULAR     10.5             0          0          0          1                    
ISD012_damUP     FILLED_CIRCULAR 10.5             8.4        0          0          1          0         
ISD012_undeflow  CIRCULAR     10.5             0          0          0          1          0         
ISD013_damDOWN   CIRCULAR     11.5             0          0          0          1                    
ISD013_damUP     FILLED_CIRCULAR 11.5             9.2        0          0          1          0         
ISD013_underflow CIRCULAR     11.5             0          0          0          1          0         
ISDDR02_damDOWN  CIRCULAR     10.5             0          0          0          1                    
ISDDR02_damUP    FILLED_CIRCULAR 10.5             8.4        0          0          1                    
ISDDR02_underflow CIRCULAR     10.5             0          0          0          1          0         
RC10600          CIRCULAR     20               0          0          0          1          0         
RC10630          CIRCULAR     20               0          0          0          1          0         
RC10650          CIRCULAR     20               0          0          0          1          0         
RC11000          CIRCULAR     20               0          0          0          1          0         
RC11003          CIRCULAR     20               0          0          0          1          0         
RC11011          CIRCULAR     20               0          0          0          1          0         
RC11031          CIRCULAR     20               0          0          0          1          0         
RC11035          CIRCULAR     20               0          0          0          1          0         
RC11039          CIRCULAR     20               0          0          0          1          0         
RC11051          CIRCULAR     20               0          0          0          1          0         
RC11063          CIRCULAR     20               0          0          0          1          0         
RC11075          CIRCULAR     20               0          0          0          1          0         
RC11081          CIRCULAR     20               0          0          0          1          0         
RC11093          CIRCULAR     20               0          0          0          1          0         
RC11185          CIRCULAR     20               0          0          0          1          0         
RC11187          CIRCULAR     20               0          0          0          1          0         
RC11188          CIRCULAR     20               0          0          0          1          0         
RC11215          CIRCULAR     20               0          0          0          1          0         
RC11220          CIRCULAR     20               0          0          0          1          0         
RC11225          CIRCULAR     20               0          0          0          1          0         
RC11230          CIRCULAR     20               0          0          0          1          0         
RC1126           CIRCULAR     20               0          0          0          1          0         
RC1127           TRIANGULAR   40               80         0          0          1          0         
RC1131           CIRCULAR     1                0          0          0          1          0         
RC11310          CIRCULAR     20               0          0          0          1          0         
RC1132           TRIANGULAR   40               80         0          0          1          0         
RC11320          CIRCULAR     20               0          0          0          1          0         
RC11335          CIRCULAR     20               0          0          0          1          0         
RC11345          CIRCULAR     20               0          0          0          1          0         
RC11535          CIRCULAR     20               0          0          0          1          0         
RC11545          CIRCULAR     20               0          0          0          1          0         
RC11550          CIRCULAR     20               0          0          0          1          0         
RC1156           CIRCULAR     1                0          0          0          1          0         
RC1157           TRIANGULAR   40               80         0          0          1          0         
RC11570          CIRCULAR     20               0          0          0          1          0         
RC11571          CIRCULAR     20               0          0          0          1          0         
RC11671          CIRCULAR     20               0          0          0          1          0         
RC11674          CIRCULAR     20               0          0          0          1          0         
RC1171           CIRCULAR     1                0          0          0          1          0         
RC1172           TRIANGULAR   40               80         0          0          1          0         
RC11731          CIRCULAR     20               0          0          0          1          0         
RC11781          CIRCULAR     20               0          0          0          1          0         
RC11782          CIRCULAR     20               0          0          0          1          0         
RC11785          CIRCULAR     20               0          0          0          1          0         
RC11795          CIRCULAR     20               0          0          0          1          0         
RC11953          CIRCULAR     20               0          0          0          1          0         
RC12030          CIRCULAR     20               0          0          0          1          0         
RC12040          CIRCULAR     20               0          0          0          1          0         
RC12056          CIRCULAR     20               0          0          0          1          0         
RC12060          CIRCULAR     20               0          0          0          1          0         
RC12200          CIRCULAR     20               0          0          0          1          0         
RC12201          CIRCULAR     20               0          0          0          1          0         
RC12315          CIRCULAR     20               0          0          0          1          0         
RC12345          CIRCULAR     20               0          0          0          1          0         
RC12350          CIRCULAR     20               0          0          0          1          0         
RC12355          CIRCULAR     20               0          0          0          1          0         
RC12389          CIRCULAR     20               0          0          0          1          0         
RC12397          CIRCULAR     20               0          0          0          1          0         
RC12505          CIRCULAR     20               0          0          0          1          0         
RC12520          CIRCULAR     20               0          0          0          1          0         
RC12521          CIRCULAR     20               0          0          0          1          0         
RC12560          CIRCULAR     20               0          0          0          1          0         
RC12575          CIRCULAR     20               0          0          0          1          0         
RC12576          CIRCULAR     20               0          0          0          1          0         
RC12605          CIRCULAR     20               0          0          0          1          0         
RC12735          CIRCULAR     20               0          0          0          1          0         
RC12736          CIRCULAR     20               0          0          0          1          0         
RC12740          CIRCULAR     20               0          0          0          1          0         
RC12765          CIRCULAR     20               0          0          0          1          0         
RC12770          CIRCULAR     20               0          0          0          1          0         
RC12805          CIRCULAR     20               0          0          0          1          0         
RC12810          CIRCULAR     20               0          0          0          1          0         
RC12812          CIRCULAR     20               0          0          0          1          0         
RC12817          CIRCULAR     20               0          0          0          1          0         
RC12836          CIRCULAR     20               0          0          0          1          0         
RC12912          CIRCULAR     20               0          0          0          1          0         
RC12915          CIRCULAR     20               0          0          0          1          0         
RC12920          CIRCULAR     20               0          0          0          1          0         
RC12930          CIRCULAR     20               0          0          0          1          0         
RC12935          CIRCULAR     20               0          0          0          1          0         
RC12960          CIRCULAR     20               0          0          0          1          0         
RC12965          CIRCULAR     20               0          0          0          1          0         
RC12980          CIRCULAR     20               0          0          0          1          0         
RC15030          CIRCULAR     20               0          0          0          1          0         
RC15040          CIRCULAR     20               0          0          0          1          0         
RC15105          CIRCULAR     20               0          0          0          1          0         
RC15108          CIRCULAR     20               0          0          0          1          0         
RC15110          CIRCULAR     20               0          0          0          1          0         
RC15115          CIRCULAR     20               0          0          0          1          0         
RC15250          CIRCULAR     20               0          0          0          1          0         
RC15255          CIRCULAR     20               0          0          0          1          0         
RC15415          CIRCULAR     20               0          0          0          1          0         
RC15420          CIRCULAR     20               0          0          0          1          0         
RC15510          CIRCULAR     20               0          0          0          1          0         
RC15530          CIRCULAR     20               0          0          0          1          0         
RC15555          CIRCULAR     20               0          0          0          1          0         
RC15615          CIRCULAR     20               0          0          0          1          0         
RC15710          CIRCULAR     20               0          0          0          1          0         
RC15729          CIRCULAR     20               0          0          0          1          0         
RC15731          CIRCULAR     20               0          0          0          1          0         
RC15802          CIRCULAR     20               0          0          0          1          0         
RC17001          CIRCULAR     20               0          0          0          1          0         
RC17003          CIRCULAR     20               0          0          0          1          0         
RC17004          CIRCULAR     20               0          0          0          1          0         
RC17031          CIRCULAR     20               0          0          0          1          0         
RC17041          CIRCULAR     20               0          0          0          1          0         
RC17046          CIRCULAR     20               0          0          0          1          0         
RC1951           CIRCULAR     20               0          0          0          1          0         
RC19523          CIRCULAR     20               0          0          0          1          0         
RC19524          TRIANGULAR   40               80         0          0          1          0         
RC1954           TRIANGULAR   40               80         0          0          1          0         
RC20600          TRIANGULAR   40               80         0          0          1          0         
RC20630          TRIANGULAR   40               80         0          0          1          0         
RC20650          TRIANGULAR   40               80         0          0          1          0         
RC21000          TRIANGULAR   40               80         0          0          1          0         
RC21003          TRIANGULAR   40               80         0          0          1          0         
RC21011          TRIANGULAR   40               80         0          0          1          0         
RC21031          TRIANGULAR   40               80         0          0          1          0         
RC21035          TRIANGULAR   40               80         0          0          1          0         
RC21039          TRIANGULAR   40               80         0          0          1          0         
RC21051          TRIANGULAR   40               80         0          0          1          0         
RC21063          TRIANGULAR   40               80         0          0          1          0         
RC21075          TRIANGULAR   40               80         0          0          1          0         
RC21081          TRIANGULAR   40               80         0          0          1          0         
RC21093          TRIANGULAR   40               80         0          0          1          0         
RC21185          TRIANGULAR   40               80         0          0          1          0         
RC21187          TRIANGULAR   40               80         0          0          1          0         
RC21188          TRIANGULAR   40               80         0          0          1          0         
RC21215          TRIANGULAR   40               80         0          0          1          0         
RC21220          TRIANGULAR   40               80         0          0          1          0         
RC21225          TRIANGULAR   40               80         0          0          1          0         
RC21230          TRIANGULAR   40               80         0          0          1          0         
RC21310          TRIANGULAR   40               80         0          0          1          0         
RC21320          TRIANGULAR   40               80         0          0          1          0         
RC21335          TRIANGULAR   40               80         0          0          1          0         
RC21345          TRIANGULAR   40               80         0          0          1          0         
RC21535          TRIANGULAR   40               80         0          0          1          0         
RC21545          TRIANGULAR   40               80         0          0          1          0         
RC21550          TRIANGULAR   40               80         0          0          1          0         
RC21570          TRIANGULAR   40               80         0          0          1          0         
RC21571          TRIANGULAR   40               80         0          0          1          0         
RC21601          TRIANGULAR   40               80         0          0          1          0         
RC2160120        TRIANGULAR   40               80         0          0          1          0         
RC2160121        TRIANGULAR   40               80         0          0          1          0         
RC2160123        TRIANGULAR   40               80         0          0          1          0         
RC2160145        TRIANGULAR   40               80         0          0          1          0         
RC2160160        TRIANGULAR   40               80         0          0          1          0         
RC2160161        TRIANGULAR   40               80         0          0          1          0         
RC2160170        TRIANGULAR   40               80         0          0          1          0         
